INSTRUCTION DIVISION
TIMETABLE SECOND SEMESTER 2016-2017
"January 12, 2017"
II. COURSEWISE TIMETABLE,,,,,,2,,SECOND SEMESTER 2016-2017,,,,






,,,,,7,Avinash Gautam,6116,T,8 9,,,
,,,,,8,Sandhya,6114,T,8 9,,,
,,,,,9,Sonal Kumari,6114,W,1 2,,,
,,,,10,,Kuldeep Kumar,6117,W,1 2,,,
,,,,11,,Anjali Piyush Kumar shah,6013,W,3 4,,,
,,,,12,,Saumya Goel,6016,W,3 4,,,
,,,,13,,Chandramani Chaudhary,6016,Th,1 2,,,
,,,,14,,Anjali Piyush Kumar shah,6114,Th,1 2,,,
,,,,15,,Naik Yogini Vijay,6114,Th,3 4,,,
,,,,16,,Sandhya,6016,Th,3 4,,,
,,,,17,,Amit Dua,6114,Th,6 7,,,
,,,,18,,Rachit Phartiyal,6116,Th,6 7,,,
,,,,19,,Avinash Gautam,6116,Th,8 9,,,
,,,,20,,Saumya Goel,6114,Th,8 9,,,
,,,,21,,Kirti Singh Rathore,6016,S,3 4,,,
,,,,22,,Avinash Gautam,6019,S,3 4,,,
1094,CS F211,DATA STRUCTURES & ALGO,3,1,4,1,SHAN BALASUBRAMANIAM,5101,M W F,3,11/05,FN
II. COURSEWISE TIMETABLE,,,,,,15,,SECOND SEMESTER 2016-2017,,,,






,,Practical,,,1,Jagat Sesh Challa,6019,T,7 8 9,,,
,,,,,2,Ashutosh Bhatia,6019,Th,7 8 9,,,
,,,,,3,Saiyedul Islam,6016,Th,7 8 9,,,
,,,,,4,Jagat Sesh Challa,6019,S,7 8 9,,,
,,,,,5,Ashutosh Bhatia,6018,S,7 8 9,,,
,,,,,6,Saiyedul Islam,6013,S,7 8 9,,,
1095,CS F212,DATABASE SYSTEMS,3,1,4,1,NAVNEET GOYAL,5105,T Th S,4,09/05,FN
,,Practical,,,1,Rupal Bhargava,6018,M,7 8,,,
,,,,,2,Neetika Gupta,6018,T,7 8,,,
,,,,,3,Rupal Bhargava,6018,W,7 8,,,
,,,,,4,Neetika Gupta,6018,Th,7 8,,,
,,,,,5,Jaishree Janu,6013,Th,9 10,,,
,,,,,6,Jaishree Janu,6018,F,7 8,,,
1092,CS F213,OBJECT ORIENTED PROG,3,1,4,1,PANKAJ VYAS,5106,M W F,8,15/05,FN
,,Practical,,,1,Shivi Gandhi,6013,M,9 10,,,
,,,,,2,Vishal Maheshwari,6117,T,9 10,,,
,,,,,3,Shivi Gandhi,6016,T,9 10,,,
,,,,,4,Aaastha Sanghi,6013,T,9 10,,,
,,,,,5,Vishal Maheshwari,6016,W,9 10,,,
,,,,,6,Aaastha Sanghi,6117,Th,9 10,,,
1313,CS F241,MICROPROC & INTERFACING,3,1,4,1,NITIN CHATURVEDI,5102,T,3,13/05,FN
,,,,,,S Gurunarayanan,,,,,,
,,Practical,,,1,Prashant Upadhyay,6013,M,7 8,,,
,,,,,,Tulsi Ram Sharma,,,,,,
,,,,,2,Anuj Ojha,6117,M,7 8,,,
,,,,,,Dhananjay,,,,,,
,,,,,3,Ravinder Kumar,6117,T,7 8,,,
II. COURSEWISE TIMETABLE,,,,,,16,,SECOND SEMESTER 2016-2017,,,,






,,,,,,Krishna Veer Singh,,,,,,
,,,,,4,Abhishek Joshi,6013,T,7 8,,,
,,,,,,Rahul Sharma,,,,,,
,,,,,5,Devesh Samaiya,6013,W,7 8,,,
,,,,,,Tulsi Ram Sharma,,,,,,
,,,,,6,Krishna Veer Singh,6117,W,7 8,,,
,,,,,,Prashant Upadhyay,,,,,,
,,,,,7,Anuj Ojha,6117,Th,7 8,,,
,,,,,,Abhishek Joshi,,,,,,
,,,,,8,Dhananjay,6013,Th,7 8,,,
,,,,,,Vineet Kumar,,,,,,
,,,,,9,Tulsi Ram Sharma,6013,F,7 8,,,
,,,,,,Anuj Ojha,,,,,,
,,,,10,,Ravinder Kumar,6117,F,7 8,,,
,,,,,,Mahesh Angira,,,,,,
,,Tutorial,,,1,Nitin Chaturvedi,5102,Th S,3,,,
,,,,,2,Devesh Samaiya,2221,Th S,3,,,
,,,,,3,G S Sesha Chalapathi,2204,Th S,3,,,
,,,,,4,Kari Babu Ravi Teja,2206,Th S,3,,,
,,,,,5,Vineet Kumar,2222,Th S,3,,,
1655,CS F266,STUDY PROJECT,-,-,3,1,RAHUL BANERJEE,,,,,
1320,CS F303,COMPUTER NETWORKS,3,1,4,1,RAHUL BANERJEE,5101,M W F,5,03/05,FN
,,Practical,,,1,Amit Dua,6018,M,1 2,,,
,,,,,2,Sandeep Kumar Mittal,6019,M,1 2,,,
,,,,,3,Ashutosh Bhatia,6018,T,9 10,,,
,,,,,4,Sandeep Kumar Mittal,6018,Th,9 10,,,
,,,,,5,Amit Dua,6019,S,1 2,,,
II. COURSEWISE TIMETABLE,,,,,,17,,SECOND SEMESTER 2016-2017,,,,






,,,,,6,Ashutosh Bhatia,6018,S,1 2,,,
1317,CS F342,COMPUTER ARCHITECTURE,3,1,4,1,S MOHAN,6164,M W F,2,16/05,FN
,,Practical,,,1,Kaushik Bose,6016,T,7 8,,,
,,,,,2,Kari Babu Ravi Teja,6018,W,9 10,,,
,,,,,3,Kari Babu Ravi Teja,6018,F,9 10,,,
,,,,,4,Kaushik Bose,6013,S,2 3,,,
1318,CS F363,COMPILER CONSTRUCTION,2,1,3,1,VANDANA AGARWAL,6164,M W,4,05/05,FN
,,Tutorial,,,1,Prerna Kaushik,6164,W,1,,,
,,,,,2,Prerna Kaushik,6163,Th,1,,,
1319,CS F364,DESIGN & ANAL OF ALGO,3,-,3,1,ABHISHEK MISHRA,6164,T Th S,5,12/05,FN
,,,,,,Kamlesh Tiwari,,,,,,
,,Tutorial,,,1,Abhishek Mishra,6162,W,1,,,
,,,,,2,Kamlesh Tiwari,6162,Th,1,,,
1670,CS F366,LABORATORY PROJECT,-,-,3,1,RAHUL BANERJEE,,,,,
1740,CS F367,LABORATORY PROJECT,-,-,3,1,RAHUL BANERJEE,,,,,
1315,CS F372,OPERATING SYSTEMS,3,-,3,1,JP MISRA,6109,M W F,3,11/05,FN
,,Tutorial,,,,G S Sesha Chalapathi,6164,T,1,,,
1689,CS F376,DESIGN PROJECT,-,-,3,1,RAHUL BANERJEE,,,,,
1756,CS F377,DESIGN PROJECT,-,-,3,1,RAHUL BANERJEE,,,,,
1322,CS F415,DATA MINING,3,-,3,1,YASHVARDHAN SHARMA,6156,M W F,9,06/05,FN
,,Practical,,,1,Jay Arun Kadam,6017,W,10,,,
,,,,,2,Jay Arun Kadam,6017,S,9,,,
1323,CS F422,PARALLEL COMPUTING,3,-,3,1,SHAN BALASUBRAMANIAM,6164,T Th S,3,13/05,FN
1325,CS F441,SEL TOPICS FROM COMP SC,-,-,3,1,RAHUL BANERJEE,6154,M W F,9,06/05,FN
1326,CS F446,DATA STORAGE TECH & NETW,3,-,3,1,JP MISRA,6109,M W F,8,15/05,FN
1857,CS F469,INFORMATION RETRIEVAL,3,-,3,1,LAVIKA GOEL,6151,M W F,8,15/05,FN
1714,CS F491,SPECIAL PROJECT,-,-,3,1,RAHUL BANERJEE,,,,,
II. COURSEWISE TIMETABLE,,,,,,18,,SECOND SEMESTER 2016-2017,,,,,,,

507,CS G513,NETWORK SECURITY,3,1,4,1,ASHUTOSH BHATIA,5103,M W F,8,,,08/05,AN,
2106,CS G520,ADVANCED DATA MINING,3,1,4,1,POONAM GOYAL,6104,M W F,4,,,13/05,AN,
2052,CS G523,SOFT FOR EMBED SYS,3,2,5,1,ASHISH MISHRA,5103,T Th S,5,,,11/05,AN,
2006,CS G524,ADV COMPUTER ARCHITECTUR,3,-,5,1,S MOHAN,6160,T Th S,4,,,16/05,AN,
2171,CS G568,NETWORK SECURITY PROJECT,-,3,3,1,RAHUL BANERJEE,6017,T Th,7 8 9,,,12/05,AN,
,,,,,,Piyush Raghav,,,,,,,,,
436,DE G514,FRACTURE MECHANICS,-,-,5,1,SHARAD SRIVASTAVA,2215,M W F,3,,,05/05,AN,
144,DE G522,DESIGN PROJECTS,-,-,5,1,P SRINIVASAN,,,,,,,,
1023,ECON F211,PRINCIPLES OF ECONOMICS,3,-,3,1,Arun Kumar,6106,M W F,2,S,1,6106,06/05,AN
,,,,,2,RAJAN PANDEY,6101,M W F,5,S,1,6152,,,
,,,,,3,R N Paramanik,6101,M W F,7,S,1,6101,,,
,,,,,4,Archana Kulkarni,6163,M W F,8,S,1,6163,,,
,,,,,5,Monika Gupta,6105,M W F,9,S,1,6105,,,
,,,,,6,Krishna Muniyoor,6151,T Th S,5,S,1,6151,,,
1120,ECON F212,FUNDA OF FIN AND ACCOUNT,3,-,3,1,ARUN KUMAR VAISH,6101,T Th,10 11,,,16/05,AN,
1442,ECON F241,ECONOMETRIC METHODS,3,-,3,1,R N PARAMANIK,6159,T Th S,4,,,09/05,FN,
,,Tutorial,,,,R N Paramanik,6159,W,1,,,,,,
1443,ECON F242,MICROECONOMICS,3,-,3,1,GEETILAXMI MOHAPATRA,6159,M W F,4,,,05/05,FN,
,,Tutorial,,,,Geetilaxmi Mohapatra,6151,Th,1,,,,,,
1444,ECON F243,MACROECONOMICS,3,-,3,1,A K GIRI,6159,T Th S,3,,,13/05,FN,
,,Tutorial,,,,A K Giri,6159,M,1,,,,,,
1445,ECON F244,ECONOMIC OF GROWTH & DEV,3,-,3,1,ARCHANA KULKARNI,6159,M W F,3,,,11/05,FN,
,,Tutorial,,,,Archana Kulkarni,6159,T,1,,,,,,
1656,ECON F266,STUDY PROJECT,-,-,3,1,ARUN KUMAR VAISH,,,,,,,,
1923,ECON F315,FINANCIAL MANAGEMENT,3,-,3,1,RAJAN PANDEY,6106,M W F,10,,,08/05,AN,
1449,ECON F341,PUBLIC FIN THEO & POLICY,3,-,3,1,A K GIRI,6160,M W F,5,,,03/05,FN,
,,Tutorial,,,,A K Giri,6160,S,1,,,,,,
II. COURSEWISE TIMETABLE,,,,,,,19,,SECOND SEMESTER 2016-2017,,,,

1450,ECON F342,APPLIED ECONOMETRICS,,3,-,3,1,NV MURALIDHAR RAO,6160,T Th S,5,12/05,FN
,,Tutorial,,,,,NV Muralidhar Rao,6159,F,1,,,
1451,ECON F343,ECONOMIC ANAL OF PUB POL,,3,-,3,1,KRISHNA MUNIYOOR,6160,M W F,9,06/05,FN
,,Tutorial,,,,,Krishna Muniyoor,6160,Th,2,,,
1565,ECON F354,DERIVATIVES &,RISK MGMT,3,-,3,1,ARUN KUMAR VAISH,6163,M W F,11,03/05,AN
1684,ECON F366,LABORATORY PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1741,ECON F367,LABORATORY PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1690,ECON F376,DESIGN PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1757,ECON F377,DESIGN PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1566,ECON F412,SECUR ANAL & PORTFOL MGT,,3,-,3,1,ARYA KUMAR,5103,M W F,2,16/05,FN
1551,ECON F413,FINANCIAL ENGINEERING,,3,-,3,1,ARUN KUMAR VAISH,6106,T Th S,3,13/05,FN
1552,ECON F414,CREAT & LEAD ENTREP ORGN,,3,-,3,1,JYOTI,6156,M W F,8,15/05,FN
1726,ECON F491,SPECIAL PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1009,EEE F111,ELECTRICAL SCIENCES,,3,-,3,1,HITESH DUTT MATHUR,6109,M W F,4,10/05,AN
,,,,,,2,Navneet Gupta,5102,M W F,4,,,
,,,,,,3,Abhijit R Asati,5101,M W F,8,,,
,,,,,,4,Praveen Kumar A V,5105,M W F,8,,,
,,Tutorial,,,,1,Anshuman Dalvi,3250,M,1,,,
,,,,,,2,Subhashish Gangopadhyay,3201,M,1,,,
,,,,,,3,Kavindra Kandpal,3249,M,1,,,
,,,,,,4,Arnab Hazra,6154,M,1,,,
,,,,,,5,Ashutosh Kar,3248,W,1,,,
,,,,,,6,Harshavardhan S,2235,W,1,,,
,,,,,,7,Lucky Sharan,2203,W,1,,,
,,,,,,8,Rahul Singhal,2222,W,1,,,
,,,,,,9,Anshuman Dalvi,3201,W,1,,,
,,,,,10,,K K Gupta,3249,W,2,,,
II. COURSEWISE TIMETABLE,,,,,,20,,SECOND SEMESTER 2016-2017,,,,






,,,,11,,Prateek Bindra,3250,W,2,,,
,,,,12,,Abhishek Joshi,3201,W,3,,,
,,,,13,,Ashish Patel,3250,W,3,,,
,,,,14,,Vinita Tiwari,3201,F,3,,,
,,,,15,,Lucky Sharan,6157,F,3,,,
,,,,16,,Kusum Lata,3248,F,3,,,
,,,,17,,Nilanjan Chattaraj,2206,F,3,,,
,,,,18,,Ritesh Kumar,3250,F,3,,,
,,,,19,,Rahul Sharma,2215,S,1,,,
,,,,20,,Kusum Lata,3249,S,1,,,
,,,,21,,Pawan K Ajmera,2216,S,1,,,
,,,,22,,Subhashish Gangopadhyay,3245,S,1,,,
,,,,23,,Anantha Krishna Chintanpalli,2212,S,1,,,
1238,EEE F241,MICROPROC & INTERFACING,3,1,4,1,NITIN CHATURVEDI,5102,T,3,13/05,FN
,,,,,,S Gurunarayanan,,,,,,
,,Practical,,,1,Prashant Upadhyay,6013,M,7 8,,,
,,,,,,Tulsi Ram Sharma,,,,,,
,,,,,2,Anuj Ojha,6117,M,7 8,,,
,,,,,,Dhananjay,,,,,,
,,,,,3,Ravinder Kumar,6117,T,7 8,,,
,,,,,,Krishna Veer Singh,,,,,,
,,,,,4,Abhishek Joshi,6013,T,7 8,,,
,,,,,,Rahul Sharma,,,,,,
,,,,,5,Devesh Samaiya,6013,W,7 8,,,
,,,,,,Tulsi Ram Sharma,,,,,,
,,,,,6,Krishna Veer Singh,6117,W,7 8,,,
,,,,,,Prashant Upadhyay,,,,,,
II. COURSEWISE TIMETABLE,,,,,,21,,SECOND SEMESTER 2016-2017,,,,






,,,,,7,Anuj Ojha,6117,Th,7 8,,,
,,,,,,Abhishek Joshi,,,,,,
,,,,,8,Dhananjay,6013,Th,7 8,,,
,,,,,,Vineet Kumar,,,,,,
,,,,,9,Tulsi Ram Sharma,6013,F,7 8,,,
,,,,,,Anuj Ojha,,,,,,
,,,,10,,Ravinder Kumar,6117,F,7 8,,,
,,,,,,Mahesh Angira,,,,,,
,,Tutorial,,,1,Nitin Chaturvedi,5102,Th S,3,,,
,,,,,2,Devesh Samaiya,2221,Th S,3,,,
,,,,,3,G S Sesha Chalapathi,2204,Th S,3,,,
,,,,,4,Kari Babu Ravi Teja,2206,Th S,3,,,
,,,,,5,Vineet Kumar,2222,Th S,3,,,
1239,EEE F242,CONTROL SYSTEMS,3,-,3,1,HARI OM BANSAL,5105,M W F,4,05/05,FN
,,Tutorial,,,1,Jahagirdar Ankush Chandrakant,2214,Th,1,,,
,,,,,2,Hari Om Bansal,2207,Th,1,,,
,,,,,3,Harshavardhan S,2212,Th,1,,,
,,,,,4,Ashish Patel,2204,Th,1,,,
,,,,,5,Mahesh Angira,2206,Th,1,,,
1240,EEE F243,SIGNALS & SYSTEMS,3,-,3,1,PAWAN K AJMERA,5102,M W F,3,11/05,FN
,,Tutorial,,,1,Anantha Krishna Chintanpalli,2221,T,1,,,
,,,,,2,Rahul Singhal,2207,T,1,,,
,,,,,3,Pawan K Ajmera,2222,T,1,,,
,,,,,4,Sainath Bitragunta,2215,T,1,,,
,,,,,5,Ashutosh Kar,2212,T,1,,,
1241,EEE F244,MICROELECTRONIC CIRCUITS,3,-,3,1,ANU GUPTA,5101,T Th S,4,09/05,FN
,,Tutorial,,,1,Nitin Chaturvedi,2206,W,1,,,
II. COURSEWISE TIMETABLE,,,,,,22,,SECOND SEMESTER 2016-2017,,,,






,,,,,2,Arnab Hazra,2207,W,1,,,
,,,,,3,Kavindra Kandpal,2214,W,1,,,
,,,,,4,Nilanjan Chattaraj,2204,W,1,,,
,,,,,5,Mahesh Angira,2216,W,1,,,
1900,EEE F246,ELECTRIC & ELECTRONIC CIR,-,2,2,1,NILANJAN CHATTARAJ,2118,S,7 8 9,,
,,LAB,,,,,,,,,,
,,,,,,Tulsi Ram Sharma,,,,,,
1657,EEE F266,STUDY PROJECT,-,-,3,1,NAVNEET GUPTA,,,,,
1244,EEE F312,POWER SYSTEMS,3,-,3,1,RAJNEESH KUMAR,2204,T Th S,5,12/05,FN
,,Tutorial,,,1,Rajneesh Kumar,2221,W,1,,,
,,,,,2,Prashant Upadhyay,2212,W,1,,,
,,,,,3,Krishna Veer Singh,6104,W,1,,,
1245,EEE F341,ANALOG ELECTRONICS,3,1,4,1,VINOD KUMAR CHAUBEY,5101,M W F,4,05/05,FN
,,,,,2,Arnab Hazra,6163,M W F,4,,,
,,Practical,,,1,Harshavardhan S,2241,T,1 2 3,,,
,,,,,,Vinita Tiwari,,,,,,
,,,,,2,Tulsi Ram Sharma,2241,T,7 8 9,,,
,,,,,,Prateek Bindra,,,,,,
,,,,,,Vineet Kumar,,,,,,
,,,,,3,Prateek Bindra,2241,Th,1 2 3,,,
,,,,,,Priya Gupta,,,,,,
,,,,,,Rahul Sharma,,,,,,
,,,,,4,Lucky Sharan,2241,Th,7 8 9,,,
,,,,,,Ritesh Kumar,,,,,,
,,,,,,Tulsi Ram Sharma,,,,,,
,,,,,5,Ritesh Kumar,2241,S,7 8 9,,,
,,,,,,Priya Gupta,,,,,,
,,Tutorial,,,1,Rajneesh Kumar,2207,S,1,,,
II. COURSEWISE TIMETABLE,,,,,,23,,SECOND SEMESTER 2016-2017,,,,






,,,,,2,Vinita Tiwari,2235,S,1,,,
,,,,,3,Kari Babu Ravi Teja,2214,S,1,,,
,,,,,4,K K Gupta,2206,S,1,,,
,,,,,5,Jahagirdar Ankush Chandrakant,2222,S,1,,,
1246,EEE F342,POWER ELECTRONICS,3,1,4,1,DHEERENDRA SINGH,5106,M W F,5,03/05,FN
,,Practical,,,1,Dave Heema Bharatkumar,2119,T,7 8 9,,,
,,,,,,Dheerendra Singh,,,,,,
,,,,,,Fani Mani,,,,,,
,,,,,2,Prashant Upadhyay,2119,Th,1 2 3,,,
,,,,,,Dave Heema Bharatkumar,,,,,,
,,,,,3,Ravinder Kumar,2119,Th,7 8 9,,,
,,,,,,Dheerendra Singh,,,,,,
,,,,,,Krishna Veer Singh,,,,,,
,,,,,4,Dhananjay,2119,S,7 8 9,,,
,,,,,,Fani Mani,,,,,,
,,Tutorial,,,1,Dheerendra Singh,2204,F,1,,,
,,,,,2,Hitesh Dutt Mathur,2221,F,1,,,
,,,,,3,Ashish Patel,2214,F,1,,,
,,,,,4,Dave Heema Bharatkumar,2203,F,1,,,
1731,EEE F366,LABORATORY PROJECT,-,-,3,1,NAVNEET GUPTA,,,,,
1742,EEE F367,LABORATORY PROJECT,-,-,3,1,NAVNEET GUPTA,,,,,
1691,EEE F376,DESIGN PROJECT,-,-,3,1,NAVNEET GUPTA,,,,,
1758,EEE F377,DESIGN PROJECT,-,-,3,1,NAVNEET GUPTA,,,,,
1252,EEE F414,TELECOM SWIT SYS & NETWK,3,-,3,1,PRAVEEN KUMAR A V,2214,M W F,3,11/05,FN
1260,EEE F416,DIGITAL COMMUNICATION,3,-,3,1,RAHUL SINGHAL,2207,M W F,7,10/05,FN
1250,EEE F431,MOBILE TELECOM NETWORKS,3,-,3,1,SAINATH BITRAGUNTA,2212,M W F,8,15/05,FN
1247,EEE F432,MEDICAL INSTRUMENTATION,3,-,3,1,SUREKHA BHANOT,5106,M W F,9,06/05,FN
II. COURSEWISE TIMETABLE,,,,,,,24,,SECOND SEMESTER 2016-2017,,,,

,,,,,,,Ashutosh Kar,,,,,,
1253,EEE F433,ELECTR MAG FIELD & WAVES,,3,-,3,1,NAVNEET GUPTA,2215,M W F,2,16/05,FN
1716,EEE F491,SPECIAL PROJECT,,-,-,3,1,NAVNEET GUPTA,,,,,
2175,EEE G547,DEVICE DRIVERS,,3,2,5,1,DEVESH SAMAIYA,2216,M W F,3,05/05,AN
96,EEE G592,MOBILE PERSONAL COMMUNIC,,3,2,5,1,VINOD KUMAR CHAUBEY,2215,T Th S,4,16/05,AN
,,Practical,,,,,Rahul Sharma,2145,T,1 2,,,
471,EEE G613,ADV DIGITAL SIGNAL PROC,,-,-,5,1,ANANTHA KRISHNA CHINTANPALLI,2221,M W F,8,04/05,AN
80,EEE G622,ADVANCED DIGITAL COMMUNI,,3,2,5,1,SAINATH BITRAGUNTA,2214,T Th S,5,11/05,AN
,,,,,,,Ashutosh Kar,,,,,,
1658,FIN F266,STUDY PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1539,FIN F311,DERIVATIVES &,RISK MGMT,3,-,3,1,ARUN KUMAR VAISH,6163,M W F,11,03/05,AN
1545,FIN F313,SECUR ANAL & PORTFOL MGT,,3,-,3,1,ARYA KUMAR,5103,M W F,2,16/05,FN
1542,FIN F315,FINANCIAL MANAGEMENT,,3,-,3,1,RAJAN PANDEY,6106,M W F,10,08/05,AN
1732,FIN F366,LABORATORY PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1743,FIN F367,LABORATORY PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1692,FIN F376,DESIGN PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1759,FIN F377,DESIGN PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
1717,FIN F491,SPECIAL PROJECT,,-,-,3,1,ARUN KUMAR VAISH,,,,,
45,GER N101T,BEGINNING GERMAN,,3,-,3,1,SRIJATA DEY,3201,M W,10,02/05,FN
1135,GS F223,INTRO TO MASS COMM,,3,-,3,1,SANGEETA SHARMA,6151,M W F,2,16/05,FN
1136,GS F224,PRINT & AUDIO-VISU ADVER,,2,1,3,1,SANGEETA SHARMA,6152,M W F,5,08/05,FN
,,,,,,2,Gajendra S Chauhan,6152,T Th S,2,,,
1169,GS F231,DYN OF SOCIAL CHANGE,,3,-,3,1,SUNITA RAINA,6102,T Th S,2,04/05,FN
1170,GS F232,INTRODUCTORY PSYCHOLOGY,,3,-,3,1,RAJNEESH CHOUBISA,6152,M W F,7,10/05,FN
1171,GS F233,PUBLIC POLICY,,3,-,3,1,SAILAJA NANDIGAMA,6106,M W F,9,06/05,FN
1172,GS F234,DEVELOPMENT ECONOMICS,,3,-,3,1,GEETILAXMI MOHAPATRA,6151,T Th S,3,13/05,FN
1158,GS F241,CREATIVE WRITING,,2,1,3,1,DEVIKA,6102,M W F,9,08/05,FN
II. COURSEWISE TIMETABLE,,,,,,25,,SECOND SEMESTER 2016-2017,,,,






1160,GS F243,CURRENT AFFAIRS,3,-,3,1,SANJIV KR CHOUDHARY,6156,T Th S,2,04/05,FN
1161,GS F244,REPORT & WRITE FOR MEDIA,2,1,3,1,GAJENDRA S CHAUHAN,6106,M W F,3,11/05,FN
1165,GS F245,EFFECTIVE PUBLIC SPEAK,2,1,3,1,PUSHP LATA,6155,M W F,8,15/05,FN
1659,GS F266,STUDY PROJECT,-,-,3,1,GAJENDRA S CHAUHAN,,,,,
1174,GS F312,APPLIED PHILOSOPHY,3,-,3,1,KUMAR NEERAJ SACHDEV,6155,M W F,9,06/05,FN
1175,GS F331,TECH IN SOCIAL RESEARCH,3,-,3,1,ANUPAM YADAV,6153,M W F,5,03/05,FN
1176,GS F332,CONTEMPORARY INDIA,3,-,3,1,HARIKRISHNAN G NAIR,6152,T Th S,3,13/05,FN
1177,GS F333,PUBLIC ADMINISTRATION,3,-,3,1,SAILAJA NANDIGAMA,6152,M W F,2,16/05,FN
1178,GS F334,GLOBAL BUSINESS TEC & KS,3,-,3,1,PRAVEEN GOYAL,6157,M W F,8,15/05,FN
1164,GS F342,COMPUTER MEDIATED COMM,3,-,3,1,VIRENDRA SINGH NIRBAN,6101,M W F,8,15/05,FN
1168,GS F343,SHORT FILM & VIDEO PROD,-,-,3,1,SUSHILA RATHORE,6163,M W F,9,06/05,FN
1733,GS F366,LABORATORY PROJECT,-,-,3,1,GAJENDRA S CHAUHAN,,,,,
1744,GS F367,LABORATORY PROJECT,-,-,3,1,GAJENDRA S CHAUHAN,,,,,
1693,GS F376,DESIGN PROJECT,-,-,3,1,GAJENDRA S CHAUHAN,,,,,
1760,GS F377,DESIGN PROJECT,-,-,3,1,GAJENDRA S CHAUHAN,,,,,
1718,GS F491,SPECIAL PROJECT,-,-,3,1,GAJENDRA S CHAUHAN,,,,,
1602,HSS F221,READINGS FROM DRAMA,3,-,3,1,KUMAR S BHATTACHRYA,6156,M W F,2,16/05,FN
1596,HSS F223,APPR OF INDIAN MUSIC,3,-,3,1,ANIL RAI,6151,M W F,5,03/05,FN
1627,HSS F235,INTRODUCTORY PHILOSOPHY,3,-,3,1,ANUPAM YADAV,6155,T Th S,2,04/05,FN
1776,HSS F266,STUDY PROJECT,-,-,3,1,GAJENDRA S CHAUHAN,,,,,
1777,HSS F323,ORGANIZATIONAL PSYCHOLOGY,3,-,3,1,RAJNEESH CHOUBISA,6155,T Th S,3,13/05,FN
1597,HSS F329,MUSICOLOGY-AN INTRODUCTN,3,-,3,1,ANIL RAI,2214,T Th S,3,13/05,FN
1601,HSS F332,CINEMATIC ART,-,-,3,1,SUSHILA RATHORE,6157,T Th S,3,13/05,FN
1599,HSS F334,SRIMAD BHAGAVAD GITA,3,-,3,1,K HARI BABU,5101,M W F,9,06/05,FN
,,,,,,Shyama Hari Das,,,,,,
1631,HSS F338,COMPARATIVE INDIAN LIT,3,-,3,1,SOMDATTA BHATTACHARYA,6103,M W F,3,11/05,FN
1623,HSS F343,PROFESSIONAL ETHICS,3,-,3,1,KUMAR NEERAJ SACHDEV,6155,M W F,3,11/05,FN
II. COURSEWISE TIMETABLE,,,,,,26,,SECOND SEMESTER 2016-2017,,,,






1625,HSS F345,GANDHIAN THOUGHTS,3,-,3,1,HARIKRISHNAN G NAIR,6106,M W F,8,15/05,FN
1341,INSTR F241,MICROPROC & INTERFACING,3,1,4,1,NITIN CHATURVEDI,5102,T,3,13/05,FN
,,,,,,S Gurunarayanan,,,,,,
,,Practical,,,1,Prashant Upadhyay,6013,M,7 8,,,
,,,,,,Tulsi Ram Sharma,,,,,,
,,,,,2,Anuj Ojha,6117,M,7 8,,,
,,,,,,Dhananjay,,,,,,
,,,,,3,Ravinder Kumar,6117,T,7 8,,,
,,,,,,Krishna Veer Singh,,,,,,
,,,,,4,Abhishek Joshi,6013,T,7 8,,,
,,,,,,Rahul Sharma,,,,,,
,,,,,5,Devesh Samaiya,6013,W,7 8,,,
,,,,,,Tulsi Ram Sharma,,,,,,
,,,,,6,Krishna Veer Singh,6117,W,7 8,,,
,,,,,,Prashant Upadhyay,,,,,,
,,,,,7,Anuj Ojha,6117,Th,7 8,,,
,,,,,,Abhishek Joshi,,,,,,
,,,,,8,Dhananjay,6013,Th,7 8,,,
,,,,,,Vineet Kumar,,,,,,
,,,,,9,Tulsi Ram Sharma,6013,F,7 8,,,
,,,,,,Anuj Ojha,,,,,,
,,,,10,,Ravinder Kumar,6117,F,7 8,,,
,,,,,,Mahesh Angira,,,,,,
,,Tutorial,,,1,Nitin Chaturvedi,5102,Th S,3,,,
,,,,,2,Devesh Samaiya,2221,Th S,3,,,
,,,,,3,G S Sesha Chalapathi,2204,Th S,3,,,
,,,,,4,Kari Babu Ravi Teja,2206,Th S,3,,,
II. COURSEWISE TIMETABLE,,,,,,27,,SECOND SEMESTER 2016-2017,,,,






,,,,,5,Vineet Kumar,2222,Th S,3,,,
1342,INSTR F242,CONTROL SYSTEMS,3,-,3,1,HARI OM BANSAL,5105,M W F,4,05/05,FN
,,Tutorial,,,1,Jahagirdar Ankush Chandrakant,2214,Th,1,,,
